value,datetime,datetime_utc,tz_time,geo_id,geo_name
150.0,2025-06-23 00:00:00+02:00,2025-06-22T22:00:00Z,2025-06-22T22:00:00.000Z,8741,Península
96.5,2025-06-23 01:00:00+02:00,2025-06-22T23:00:00Z,2025-06-22T23:00:00.000Z,8741,Península
0.0,2025-06-23 02:00:00+02:00,2025-06-23T00:00:00Z,2025-06-23T00:00:00.000Z,8741,Península
0.0,2025-06-23 03:00:00+02:00,2025-06-23T01:00:00Z,2025-06-23T01:00:00.000Z,8741,Península
12.75,2025-06-23 04:00:00+02:00,2025-06-23T02:00:00Z,2025-06-23T02:00:00.000Z,8741,Península
0.0,2025-06-23 05:00:00+02:00,2025-06-23T03:00:00Z,2025-06-23T03:00:00.000Z,8741,Península
13.5,2025-06-23 06:00:00+02:00,2025-06-23T04:00:00Z,2025-06-23T04:00:00.000Z,8741,Península
0.0,2025-06-23 07:00:00+02:00,2025-06-23T05:00:00Z,2025-06-23T05:00:00.000Z,8741,Península
0.0,2025-06-23 08:00:00+02:00,2025-06-23T06:00:00Z,2025-06-23T06:00:00.000Z,8741,Península
0.0,2025-06-23 09:00:00+02:00,2025-06-23T07:00:00Z,2025-06-23T07:00:00.000Z,8741,Península
0.0,2025-06-23 10:00:00+02:00,2025-06-23T08:00:00Z,2025-06-23T08:00:00.000Z,8741,Península
44.25,2025-06-23 11:00:00+02:00,2025-06-23T09:00:00Z,2025-06-23T09:00:00.000Z,8741,Península
0.0,2025-06-23 12:00:00+02:00,2025-06-23T10:00:00Z,2025-06-23T10:00:00.000Z,8741,Península
0.0,2025-06-23 13:00:00+02:00,2025-06-23T11:00:00Z,2025-06-23T11:00:00.000Z,8741,Península
