value,datetime,datetime_utc,tz_time,geo_id,geo_name
391.0,2025-11-15 00:00:00+01:00,2025-11-14T23:00:00Z,2025-11-14T23:00:00.000Z,8741,Península
0.0,2025-11-15 01:00:00+01:00,2025-11-15T00:00:00Z,2025-11-15T00:00:00.000Z,8741,Península
0.0,2025-11-15 02:00:00+01:00,2025-11-15T01:00:00Z,2025-11-15T01:00:00.000Z,8741,Península
162.75,2025-11-15 03:00:00+01:00,2025-11-15T02:00:00Z,2025-11-15T02:00:00.000Z,8741,Península
40.75,2025-11-15 04:00:00+01:00,2025-11-15T03:00:00Z,2025-11-15T03:00:00.000Z,8741,Península
109.75,2025-11-15 05:00:00+01:00,2025-11-15T04:00:00Z,2025-11-15T04:00:00.000Z,8741,Península
0.0,2025-11-15 06:00:00+01:00,2025-11-15T05:00:00Z,2025-11-15T05:00:00.000Z,8741,Península
0.0,2025-11-15 07:00:00+01:00,2025-11-15T06:00:00Z,2025-11-15T06:00:00.000Z,8741,Península
9.5,2025-11-15 08:00:00+01:00,2025-11-15T07:00:00Z,2025-11-15T07:00:00.000Z,8741,Península
0.0,2025-11-15 09:00:00+01:00,2025-11-15T08:00:00Z,2025-11-15T08:00:00.000Z,8741,Península
